Total_Cost,Customer_year,Customer_month,Customer_day,Customer_hour
5.117492767388454,,,,
3.5045337960625575,,,,
1.9434781018664926,,,,
1.7587619697816523,,,,
1.103849667805332,,,,
0.9526139727043224,,,,
0.9141182079117898,,,,
0.6599020951735266,,,,
0.4635766348358462,,,,
0.41595511317400446,,,,
0.39636251989001686,,,,
0.3647009293898532,,,,
0.31697977086224655,,,,
0.2741849203206498,,,,
0.12636856644573852,,,,
0.08471153624335107,,,,
0.02116252256989828,,,,
-0.02069936756206681,,,,
-0.06613214495956736,,,,
-0.14028977340750803,,,,
-0.1606105488411119,,,,
-0.16070549787401214,,,,
-0.17586670071832985,,,,
-0.18371998047443563,,,,
-0.1872938405120317,,,,
-0.2503786770623199,,,,
-0.2814596623115861,,,,
-0.32548233304982865,,,,
-0.3307749780236044,,,,
-0.3668852075749541,,,,
-0.3796615938702354,,,,
-0.42555988777171894,,,,
-0.4340534078929696,,,,
-0.4391219352544242,,,,
-0.44352694642553514,,,,
-0.4497527804837164,,,,
-0.4899155027083187,,,,
-0.5151193829295804,,,,
-0.5171952271912713,,,,
-0.5305052750731538,,,,
-0.5329716958486428,,,,
-0.5372838487276433,,,,
-0.5431640571990078,,,,
-0.5585244684392054,,,,
-0.5605188391457432,,,,
-0.5622035188727891,,,,
-0.5637284529363629,,,,
-0.5769589219969329,,,,
-0.5791149821025209,,,,
-0.5801048335291129,,,,
-0.5815487513870813,,,,
-0.6061886542802895,,,,
-0.6062124691245984,,,,
-0.6065723052152211,,,,
-0.6114234772040967,,,,
-0.6282637409095877,,,,
-0.6305504886484516,,,,
-0.6351239841261795,,,,
-0.6435849507599761,,,,
